diseases,grouped symptoms,disease probability
temporary or benign blood in urine,"{'painful urination': 0.68561872909699, 'suprapubic pain': 0.5228539576365663, 'frequent urination': 0.5206243032329989, 'lower abdominal pain': 0.5206243032329989, 'back pain': 0.5105908584169454, 'blood in urine': 0.5083612040133779, 'regurgitation': 0.5083612040133779, 'regurgitation.1': 0.5083612040133779, 'involuntary urination': 0.5039018952062431, 'sharp abdominal pain': 0.4938684503901895, 'retention of urine': 0.4927536231884058, 'symptoms of bladder': 0.4882943143812709}",0.002
temporomandibular joint disorder,"{'pain in eye': 0.7272727272727273, 'sore throat': 0.6950146627565983, 'diminished hearing': 0.6744868035190615, 'facial pain': 0.5395894428152492, 'headache': 0.5190615835777126, 'nasal congestion': 0.5161290322580645, 'ear pain': 0.4780058651026393, 'neck pain': 0.4340175953079179}",0.02
tendinitis,"{'hand or finger swelling': 0.6828908554572272, 'ankle pain': 0.6622418879056047, 'arm pain': 0.532448377581121, 'shoulder pain': 0.5206489675516224, 'knee pain': 0.5191740412979351, 'foot or toe pain': 0.5176991150442478, 'hip pain': 0.5088495575221239, 'hand or finger pain': 0.49852507374631266, 'wrist pain': 0.49557522123893805, 'leg pain': 0.47050147492625366}",0.02
tension headache,"{'neck stiffness or tightness': 0.7849462365591398, 'back cramps or spasms': 0.6774193548387096, 'nausea': 0.5519713261648745, 'neck pain': 0.5232974910394266, 'anxiety and nervousness': 0.5125448028673835, 'headache': 0.5125448028673835, 'dizziness': 0.5053763440860215, 'chills': 0.4838709677419355}",0.02
testicular cancer,"{'anxiety and nervousness': 1.0, 'diminished hearing': 1.0, 'mass in scrotum': 0.6}",0.005
testicular disorder,"{'symptoms of the scrotum and testes': 0.9016393442622951, 'hoarse voice': 0.8688524590163934, 'loss of sex drive': 0.6557377049180327, 'impotence': 0.5901639344262295, 'fatigue': 0.4918032786885246}",0.001
testicular torsion,"{'emotional symptoms': 0.8333333333333334, 'back pain': 0.7333333333333333, 'sharp abdominal pain': 0.6222222222222222, 'swelling of scrotum': 0.5666666666666667, 'symptoms of the scrotum and testes': 0.5333333333333333, 'pain in testicles': 0.5222222222222223}",0.002
thalassemia,"{'insomnia': 1.0, 'elbow weakness': 1.0}",0.001
thoracic aortic aneurysm,"{'jaundice': 0.8392857142857143, 'shortness of breath': 0.625, 'sharp chest pain': 0.5238095238095238, 'sharp abdominal pain': 0.5238095238095238, 'fatigue': 0.5178571428571429, 'chest tightness': 0.48214285714285715, 'dizziness': 0.47023809523809523}",0.0005
thoracic outlet syndrome,"{'sharp chest pain': 0.7833333333333333, 'loss of sensation': 0.7277777777777777, 'hand or finger pain': 0.6944444444444444, 'arm pain': 0.6611111111111111, 'decreased appetite': 0.6333333333333333, 'shoulder pain': 0.5222222222222223}",0.002
threatened pregnancy,"{'sharp abdominal pain': 0.6629834254143646, 'cramps and spasms': 0.5303867403314917, 'lower abdominal pain': 0.5138121546961326, 'pelvic pain': 0.5104972375690607, 'intermenstrual bleeding': 0.5082872928176796, 'problems during pregnancy': 0.5060773480662983, 'back pain': 0.5005524861878453, 'spotting or bleeding during pregnancy': 0.49613259668508286, 'uterine contractions': 0.4895027624309392, 'blood clots during menstrual periods': 0.4718232044198895, 'vaginal discharge': 0.46187845303867403}",0.002
thrombocytopenia,"{'irregular appearing scalp': 0.8888888888888888, 'blood in urine': 0.5873015873015873, 'sharp chest pain': 0.5793650793650794, 'fatigue': 0.5555555555555556, 'blood in stool': 0.5317460317460317, 'nosebleed': 0.5317460317460317, 'bleeding gums': 0.5158730158730159}",0.005
thrombophlebitis,"{'skin swelling': 0.7516629711751663, 'arm swelling': 0.647450110864745, 'arm pain': 0.5432372505543237, 'foot or toe pain': 0.5188470066518847, 'ache all over': 0.5099778270509978, 'lymphedema': 0.5099778270509978, 'leg pain': 0.5077605321507761, 'skin on leg or foot looks infected': 0.5033259423503326, 'leg swelling': 0.49223946784922396}",0.002
thyroid cancer,"{'swollen lymph nodes': 0.8888888888888888, 'difficulty in swallowing': 0.7777777777777778, 'fatigue': 0.6666666666666666, 'neck mass': 0.5555555555555556}",0.005
thyroid disease,"{'lump in throat': 0.9411764705882353, 'throat feels tight': 0.8823529411764706, 'neck mass': 0.8235294117647058, 'difficulty in swallowing': 0.6470588235294118}",0.02
thyroid nodule,"{'diminished hearing': 0.7962962962962963, 'hoarse voice': 0.7870370370370371, 'back weakness': 0.6851851851851852, 'difficulty in swallowing': 0.5740740740740741, 'fatigue': 0.5555555555555556, 'neck mass': 0.5416666666666666, 'throat feels tight': 0.5138888888888888}",0.005
tic (movement) disorder,"{'problems with movement': 0.8850574712643678, 'depressive or psychotic symptoms': 0.632183908045977, 'headache': 0.6091954022988506, 'abnormal movement of eyelid': 0.5862068965517241, 'abnormal involuntary movements': 0.5747126436781609, 'symptoms of eye': 0.4942528735632184}",0.001
tietze syndrome,"{'difficulty breathing': 0.7447447447447447, 'cough': 0.6966966966966966, 'nausea': 0.6786786786786787, 'sharp chest pain': 0.5525525525525525, 'chest tightness': 0.5345345345345346, 'rib pain': 0.5135135135135135, 'shortness of breath': 0.5075075075075075, 'loss of sensation': 0.4984984984984985}",0.001
tinnitus of unknown cause,"{'hoarse voice': 0.7813620071684588, 'itchy ear(s)': 0.6451612903225806, 'ringing in ear': 0.5376344086021505, 'diminished hearing': 0.5304659498207885, 'plugged feeling in ear': 0.5304659498207885, 'dizziness': 0.5268817204301075, 'headache': 0.5089605734767025, 'ear pain': 0.48028673835125446}",0.01
tonsillar hypertrophy,"{'difficulty in swallowing': 0.7463126843657817, 'abnormal breathing sounds': 0.6755162241887905, 'fever': 0.6578171091445427, 'nasal congestion': 0.5634218289085545, 'cough': 0.5427728613569321, 'redness in ear': 0.5250737463126843, 'sore throat': 0.5191740412979351, 'apnea': 0.4837758112094395}",0.002
tonsillitis,"{'lump in throat': 0.7690582959641256, 'diminished hearing': 0.6659192825112108, 'abnormal breathing sounds': 0.5538116591928252, 'throat redness': 0.5246636771300448, 'nasal congestion': 0.5201793721973094, 'throat feels tight': 0.5089686098654709, 'swollen or red tonsils': 0.5067264573991032, 'sore throat': 0.5, 'redness in ear': 0.4977578475336323}",0.02
tooth abscess,"{'neck swelling': 0.6741405082212257, 'skin swelling': 0.6412556053811659, 'pain in gums': 0.5276532137518685, 'gum pain': 0.523168908819133, 'peripheral edema': 0.5097159940209267, 'jaw swelling': 0.5097159940209267, 'toothache': 0.5082212257100149, 'mouth pain': 0.5082212257100149, 'lip swelling': 0.5022421524663677, 'facial pain': 0.4857997010463378}",0.01
tooth disorder,"{'peripheral edema': 0.6795827123695977, 'mouth ulcer': 0.6631892697466468, 'ear pain': 0.5409836065573771, 'toothache': 0.5007451564828614, 'facial pain': 0.4977645305514158, 'jaw swelling': 0.4977645305514158, 'bleeding gums': 0.4977645305514158, 'gum pain': 0.4903129657228018, 'pain in gums': 0.481371087928465, 'headache': 0.4798807749627422}",0.01
torticollis,"{'throat swelling': 0.7964285714285714, 'arm pain': 0.6714285714285714, 'abnormal involuntary movements': 0.5214285714285715, 'neck stiffness or tightness': 0.5214285714285715, 'headache': 0.5178571428571429, 'shoulder pain': 0.4928571428571429, 'neck cramps or spasms': 0.4785714285714286, 'neck pain': 0.46785714285714286}",0.002
tourette syndrome,"{'drug abuse': 0.967741935483871, 'abnormal involuntary movements': 0.7741935483870968, 'allergic reaction': 0.6129032258064516, 'headache': 0.5483870967741935, 'depressive or psychotic symptoms': 0.5161290322580645}",0.001
toxic multinodular goiter,"{'irregular heartbeat': 0.7848101265822784, 'involuntary urination': 0.7848101265822784, 'double vision': 0.620253164556962, 'fatigue': 0.5949367088607594, 'abnormal involuntary movements': 0.569620253164557}",0.001
toxoplasmosis,"{'emotional symptoms': 0.9166666666666666, 'diminished vision': 0.9166666666666666}",0.002
tracheitis,"{'nasal congestion': 0.873015873015873, 'hoarse voice': 0.7142857142857143, 'shortness of breath': 0.6931216931216931, 'cough': 0.5714285714285714, 'sore throat': 0.5343915343915344, 'fever': 0.5343915343915344, 'sneezing': 0.5291005291005291}",0.001
transient ischemic attack,"{'focal weakness': 0.6778625954198473, 'depressive or psychotic symptoms': 0.6442748091603053, 'headache': 0.5389312977099237, 'dizziness': 0.5358778625954198, 'loss of sensation': 0.5297709923664122, 'difficulty speaking': 0.5145038167938931, 'symptoms of the face': 0.5022900763358779, 'paresthesia': 0.49312977099236643, 'disturbance of memory': 0.4778625954198473, 'weakness': 0.4763358778625954}",0.005
trichiasis,"{'diminished vision': 1.0, 'emotional symptoms': 0.8333333333333334, 'foreign body sensation in eye': 0.7, 'eye redness': 0.6666666666666666, 'eyelid lesion or rash': 0.6666666666666666}",0.001
trichinosis,"{'nasal congestion': 1.0, 'knee lump or mass': 1.0}",0.001
trichomonas infection,"{'vomiting': 0.8023598820058997, 'vaginal itching': 0.672566371681416, 'pain during pregnancy': 0.6519174041297935, 'nausea': 0.528023598820059, 'sharp abdominal pain': 0.5103244837758112, 'lower abdominal pain': 0.5014749262536873, 'unpredictable menstruation': 0.5014749262536873, 'vaginal discharge': 0.4808259587020649}",0.002
tricuspid valve disease,"{'anxiety and nervousness': 1.0, 'emotional symptoms': 1.0}",0.001
trigeminal neuralgia,"{'abnormal involuntary movements': 0.8656716417910447, 'symptoms of the face': 0.7014925373134329, 'dizziness': 0.6965174129353234, 'headache': 0.5572139303482587, 'facial pain': 0.5174129353233831, 'pain in eye': 0.4975124378109453, 'toothache': 0.4626865671641791}",0.002
trigger finger (finger disorder),"{'bones are painful': 0.8505747126436781, 'hand or finger swelling': 0.632183908045977, 'hand or finger stiffness or tightness': 0.5517241379310345, 'hand or finger pain': 0.5402298850574713, 'hand or finger cramps or spasms': 0.5402298850574713, 'wrist pain': 0.5287356321839081}",0.001
tuberculosis,"{'vaginal itching': 0.8695652173913043, 'cough': 0.6521739130434783, 'congestion in chest': 0.6521739130434783, 'shortness of breath': 0.4782608695652174}",0.005
tuberous sclerosis,"{'depressive or psychotic symptoms': 1.0, 'elbow weakness': 0.8333333333333334, 'seizures': 0.6666666666666666}",0.001
turner syndrome,"{'depression': 1.0, 'emotional symptoms': 1.0}",0.0005
typhoid fever,"{'wrist pain': 1.0, 'fever': 1.0}",0.001
ulcerative colitis,"{'swollen lymph nodes': 0.8037135278514589, 'nausea': 0.5251989389920424, 'sharp abdominal pain': 0.519893899204244, 'vomiting': 0.519893899204244, 'lower abdominal pain': 0.5039787798408488, 'blood in stool': 0.4986737400530504, 'rectal bleeding': 0.47745358090185674, 'diarrhea': 0.47480106100795755, 'burning abdominal pain': 0.4588859416445623}",0.01
urethral disorder,"{'vomiting': 0.8285714285714286, 'sharp abdominal pain': 0.7492063492063492, 'side pain': 0.6761904761904762, 'involuntary urination': 0.5492063492063493, 'painful urination': 0.526984126984127, 'suprapubic pain': 0.5015873015873016, 'abusing alcohol': 0.49523809523809526, 'retention of urine': 0.4857142857142857}",0.001
urethral stricture,"{'symptoms of the scrotum and testes': 0.8136200716845878, 'suprapubic pain': 0.6451612903225806, 'blood in urine': 0.5376344086021505, 'retention of urine': 0.5268817204301075, 'painful urination': 0.5268817204301075, 'symptoms of bladder': 0.5161290322580645, 'involuntary urination': 0.5089605734767025, 'symptoms of prostate': 0.4874551971326165}",0.002
urethral valves,"{'suprapubic pain': 0.9714285714285714, 'elbow weakness': 0.7714285714285715, 'lower abdominal pain': 0.6571428571428571, 'side pain': 0.6571428571428571, 'sharp abdominal pain': 0.6285714285714286}",0.0005
urethritis,"{'vaginal itching': 0.7461368653421634, 'suprapubic pain': 0.6556291390728477, 'painful urination': 0.5298013245033113, 'penile discharge': 0.5143487858719646, 'blood in urine': 0.5121412803532008, 'retention of urine': 0.5033112582781457, 'penis pain': 0.49448123620309054, 'sharp abdominal pain': 0.48344370860927155, 'frequent urination': 0.47240618101545256}",0.01
urge incontinence,"{'retention of urine': 0.696969696969697, 'vaginal itching': 0.694949494949495, 'blood in urine': 0.6808080808080809, 'frequent urination': 0.5434343434343434, 'involuntary urination': 0.5212121212121212, 'symptoms of bladder': 0.5191919191919192, 'painful urination': 0.5111111111111111, 'excessive urination at night': 0.5050505050505051, 'constipation': 0.47878787878787876}",0.02
urinary tract infection,"{'suprapubic pain': 0.6714285714285714, 'painful urination': 0.5461538461538461, 'side pain': 0.5197802197802198, 'vomiting': 0.5131868131868131, 'blood in urine': 0.5098901098901099, 'frequent urination': 0.5065934065934066, 'back pain': 0.5065934065934066, 'lower abdominal pain': 0.4967032967032967, 'nausea': 0.49340659340659343, 'retention of urine': 0.489010989010989, 'fever': 0.48131868131868133}",0.05
urinary tract obstruction,"{'painful urination': 0.6661786237188873, 'excessive urination at night': 0.6588579795021962, 'blood in urine': 0.5402635431918009, 'frequent urination': 0.5021961932650073, 'symptoms of prostate': 0.49633967789165445, 'suprapubic pain': 0.49487554904831627, 'sharp abdominal pain': 0.49487554904831627, 'retention of urine': 0.493411420204978, 'back pain': 0.493411420204978, 'side pain': 0.493411420204978}",0.002
uterine atony,"{'back cramps or spasms': 0.7077625570776256, 'intermenstrual bleeding': 0.5525114155251142, 'spotting or bleeding during pregnancy': 0.5525114155251142, 'pain during pregnancy': 0.54337899543379, 'sharp abdominal pain': 0.5388127853881278, 'lower abdominal pain': 0.5205479452054794, 'blood in urine': 0.4977168949771689, 'uterine contractions': 0.4885844748858447, 'problems during pregnancy': 0.4611872146118721}",0.001
uterine cancer,"{'groin mass': 1.0, 'vaginal bleeding after menopause': 1.0, 'pelvic pain': 0.8}",0.005
uterine fibroids,"{'involuntary urination': 0.7711111111111111, 'intermenstrual bleeding': 0.6733333333333333, 'painful menstruation': 0.5333333333333333, 'unpredictable menstruation': 0.5288888888888889, 'cramps and spasms': 0.5266666666666666, 'lower abdominal pain': 0.5044444444444445, 'pelvic pain': 0.4955555555555556, 'sharp abdominal pain': 0.49333333333333335, 'heavy menstrual flow': 0.49333333333333335}",0.02
uveitis,"{'elbow weakness': 0.9473684210526315, 'symptoms of eye': 0.8947368421052632, 'diminished vision': 0.631578947368421}",0.001
vacterl syndrome,"{'suprapubic pain': 1.0, 'emotional symptoms': 1.0}",0.0005
vaginal cyst,"{'heavy menstrual flow': 0.5193415637860083, 'pelvic pain': 0.5176954732510288, 'lower abdominal pain': 0.5119341563786008, 'intermenstrual bleeding': 0.5102880658436214, 'pain during pregnancy': 0.5078189300411523, 'vaginal pain': 0.502880658436214, 'cramps and spasms': 0.5012345679012346, 'blood clots during menstrual periods': 0.49794238683127573, 'vaginal discharge': 0.4962962962962963, 'problems during pregnancy': 0.49382716049382713, 'spotting or bleeding during pregnancy': 0.49135802469135803, 'sharp abdominal pain': 0.47818930041152263}",0.002
vaginal yeast infection,"{'suprapubic pain': 0.7236842105263158, 'itching of skin': 0.5230263157894737, 'vaginal itching': 0.5115131578947368, 'vaginal pain': 0.5098684210526315, 'lower abdominal pain': 0.5049342105263158, 'vulvar irritation': 0.5016447368421053, 'painful urination': 0.48355263157894735, 'vaginal discharge': 0.48355263157894735, 'vaginal redness': 0.47368421052631576, 'sharp abdominal pain': 0.4555921052631579}",0.01
vaginismus,"{'suprapubic pain': 0.935064935064935, 'sharp abdominal pain': 0.7142857142857143, 'pelvic pain': 0.6883116883116883, 'vaginal pain': 0.5584415584415584, 'pain during intercourse': 0.5454545454545454, 'lower abdominal pain': 0.5454545454545454}",0.002
vaginitis,"{'pain during intercourse': 0.66996699669967, 'lower abdominal pain': 0.5478547854785478, 'vaginal pain': 0.5412541254125413, 'vaginal discharge': 0.517051705170517, 'pelvic pain': 0.5126512651265126, 'vaginal redness': 0.5093509350935094, 'sharp abdominal pain': 0.506050605060506, 'painful urination': 0.5027502750275028, 'pain during pregnancy': 0.49834983498349833, 'suprapubic pain': 0.49504950495049505, 'vaginal itching': 0.4884488448844885}",0.01
valley fever,"{'hand or finger pain': 1.0, 'shortness of breath': 0.7777777777777778, 'fever': 0.6666666666666666, 'shoulder swelling': 0.4444444444444444}",0.0005
