diseases,grouped symptoms,disease probability
stye,"{'skin swelling': 0.6541850220264317, 'abnormal appearing skin': 0.5044052863436124, 'symptoms of eye': 0.5044052863436124, 'pain in eye': 0.5055066079295154, 'eye redness': 0.4900881057268722, 'itchiness of eye': 0.5055066079295154, 'eye burns or stings': 0.5066079295154186, 'mass on eyelid': 0.5088105726872246, 'swollen eye': 0.5341409691629956, 'eyelid swelling': 0.5165198237885462, 'eyelid lesion or rash': 0.539647577092511}",0.005
subacute thyroiditis,"{'palpitations': 0.8333333333333334, 'blood in stool': 0.9666666666666668, 'pain during pregnancy': 0.6, 'problems during pregnancy': 0.8, 'uterine contractions': 0.6}",0.002
subarachnoid hemorrhage,"{'dizziness': 0.6142857142857143, 'fainting': 0.6714285714285714, 'vomiting': 0.7214285714285714, 'headache': 0.5714285714285714, 'symptoms of eye': 0.8357142857142857, 'loss of sensation': 0.6428571428571429}",0.001
subconjunctival hemorrhage,"{'headache': 0.714859437751004, 'facial pain': 0.4859437751004016, 'diminished vision': 0.5421686746987951, 'symptoms of eye': 0.5100401606425703, 'pain in eye': 0.5943775100401606, 'foreign body sensation in eye': 0.7951807228915663, 'eye redness': 0.5461847389558233, 'bleeding from eye': 0.5662650602409639}",0.005
subdural hemorrhage,"{'depressive or psychotic symptoms': 0.6115107913669064, 'dizziness': 0.7338129496402878, 'irritable infant': 0.7841726618705036, 'vomiting': 0.7266187050359713, 'headache': 0.5179856115107914, 'facial pain': 0.6834532374100719}",0.001
substance-related mental disorder,"{'anxiety and nervousness': 0.6807511737089202, 'depressive or psychotic symptoms': 0.5352112676056338, 'insomnia': 0.6854460093896714, 'hostile behavior': 0.7981220657276995, 'drug abuse': 0.5023474178403756, 'feeling ill': 0.5352112676056338, 'delusions or hallucinations': 0.5070422535211268}",0.01
syndrome of inappropriate secretion of adh (siadh),"{'dizziness': 0.75, 'feeling ill': 1.0, 'cross-eyed': 0.75}",0.001
syphilis,"{'headache': 0.5666666666666667, 'vaginal discharge': 0.8, 'muscle pain': 0.9666666666666668, 'skin rash': 0.6333333333333333}",0.005
syringomyelia,"{'fainting': 1.0, 'headache': 0.8571428571428571, 'back pain': 0.5714285714285714, 'shoulder pain': 0.6428571428571429}",0.001
systemic lupus erythematosis (sle),"{'sharp chest pain': 0.559748427672956, 'hand or finger stiffness or tightness': 0.7735849056603774, 'knee pain': 0.6918238993710691, 'bones are painful': 0.7672955974842768, 'leg swelling': 0.6729559748427673, 'ache all over': 0.5534591194968553}",0.005
teething syndrome,"{'cough': 0.7831050228310502, 'nasal congestion': 0.502283105022831, 'diarrhea': 0.5182648401826484, 'symptoms of infants': 0.541095890410959, 'ear pain': 0.634703196347032, 'decreased appetite': 0.502283105022831, 'fever': 0.5159817351598174, 'temper problems': 0.4863013698630137, 'redness in ear': 0.5273972602739726}",0.005
temporary or benign blood in urine,"{'retention of urine': 0.4927536231884058, 'suprapubic pain': 0.5228539576365663, 'sharp abdominal pain': 0.4938684503901895, 'painful urination': 0.68561872909699, 'involuntary urination': 0.5039018952062431, 'frequent urination': 0.5206243032329989, 'lower abdominal pain': 0.5206243032329989, 'blood in urine': 0.5083612040133779, 'back pain': 0.5105908584169454, 'regurgitation': 0.5083612040133779, 'regurgitation.1': 0.5083612040133779, 'symptoms of bladder': 0.4882943143812709}",0.002
temporomandibular joint disorder,"{'sore throat': 0.6950146627565983, 'nasal congestion': 0.5161290322580645, 'diminished hearing': 0.6744868035190615, 'headache': 0.5190615835777126, 'facial pain': 0.5395894428152492, 'pain in eye': 0.7272727272727273, 'neck pain': 0.4340175953079179, 'ear pain': 0.4780058651026393}",0.02
tendinitis,"{'leg pain': 0.4705014749262536, 'hip pain': 0.5088495575221239, 'hand or finger pain': 0.4985250737463126, 'wrist pain': 0.495575221238938, 'hand or finger swelling': 0.6828908554572272, 'arm pain': 0.532448377581121, 'knee pain': 0.5191740412979351, 'foot or toe pain': 0.5176991150442478, 'ankle pain': 0.6622418879056047, 'shoulder pain': 0.5206489675516224}",0.02
tension headache,"{'anxiety and nervousness': 0.5125448028673835, 'dizziness': 0.5053763440860215, 'headache': 0.5125448028673835, 'nausea': 0.5519713261648745, 'neck pain': 0.5232974910394266, 'neck stiffness or tightness': 0.7849462365591398, 'chills': 0.4838709677419355, 'back cramps or spasms': 0.6774193548387096}",0.02
testicular cancer,"{'anxiety and nervousness': 1.0, 'diminished hearing': 1.0, 'mass in scrotum': 0.6}",0.005
testicular disorder,"{'hoarse voice': 0.8688524590163934, 'symptoms of the scrotum and testes': 0.9016393442622952, 'impotence': 0.5901639344262295, 'fatigue': 0.4918032786885246, 'loss of sex drive': 0.6557377049180327}",0.001
testicular torsion,"{'emotional symptoms': 0.8333333333333334, 'symptoms of the scrotum and testes': 0.5333333333333333, 'swelling of scrotum': 0.5666666666666667, 'pain in testicles': 0.5222222222222223, 'sharp abdominal pain': 0.6222222222222222, 'back pain': 0.7333333333333333}",0.002
thalassemia,"{'insomnia': 1.0, 'elbow weakness': 1.0}",0.001
thoracic aortic aneurysm,"{'shortness of breath': 0.625, 'sharp chest pain': 0.5238095238095238, 'dizziness': 0.4702380952380952, 'chest tightness': 0.4821428571428571, 'jaundice': 0.8392857142857143, 'sharp abdominal pain': 0.5238095238095238, 'fatigue': 0.5178571428571429}",0.0005
thoracic outlet syndrome,"{'sharp chest pain': 0.7833333333333333, 'hand or finger pain': 0.6944444444444444, 'arm pain': 0.6611111111111111, 'decreased appetite': 0.6333333333333333, 'loss of sensation': 0.7277777777777777, 'shoulder pain': 0.5222222222222223}",0.002
threatened pregnancy,"{'sharp abdominal pain': 0.6629834254143646, 'lower abdominal pain': 0.5138121546961326, 'vaginal discharge': 0.461878453038674, 'intermenstrual bleeding': 0.5082872928176796, 'back pain': 0.5005524861878453, 'pelvic pain': 0.5104972375690607, 'problems during pregnancy': 0.5060773480662983, 'spotting or bleeding during pregnancy': 0.4961325966850828, 'cramps and spasms': 0.5303867403314917, 'blood clots during menstrual periods': 0.4718232044198895, 'uterine contractions': 0.4895027624309392}",0.002
thrombocytopenia,"{'sharp chest pain': 0.5793650793650794, 'blood in stool': 0.5317460317460317, 'blood in urine': 0.5873015873015873, 'irregular appearing scalp': 0.8888888888888888, 'fatigue': 0.5555555555555556, 'nosebleed': 0.5317460317460317, 'bleeding gums': 0.5158730158730159}",0.005
thrombophlebitis,"{'skin swelling': 0.7516629711751663, 'leg pain': 0.5077605321507761, 'arm pain': 0.5432372505543237, 'arm swelling': 0.647450110864745, 'foot or toe pain': 0.5188470066518847, 'leg swelling': 0.4922394678492239, 'ache all over': 0.5099778270509978, 'lymphedema': 0.5099778270509978, 'skin on leg or foot looks infected': 0.5033259423503326}",0.002
thyroid cancer,"{'difficulty in swallowing': 0.7777777777777778, 'swollen lymph nodes': 0.8888888888888888, 'neck mass': 0.5555555555555556, 'fatigue': 0.6666666666666666}",0.005
thyroid disease,"{'lump in throat': 0.9411764705882352, 'throat feels tight': 0.8823529411764706, 'difficulty in swallowing': 0.6470588235294118, 'neck mass': 0.8235294117647058}",0.02
thyroid nodule,"{'hoarse voice': 0.7870370370370371, 'diminished hearing': 0.7962962962962963, 'throat feels tight': 0.5138888888888888, 'difficulty in swallowing': 0.5740740740740741, 'back weakness': 0.6851851851851852, 'neck mass': 0.5416666666666666, 'fatigue': 0.5555555555555556}",0.005
tic (movement) disorder,"{'depressive or psychotic symptoms': 0.632183908045977, 'abnormal involuntary movements': 0.5747126436781609, 'headache': 0.6091954022988506, 'symptoms of eye': 0.4942528735632184, 'abnormal movement of eyelid': 0.5862068965517241, 'problems with movement': 0.8850574712643678}",0.001
tietze syndrome,"{'shortness of breath': 0.5075075075075075, 'sharp chest pain': 0.5525525525525525, 'chest tightness': 0.5345345345345346, 'cough': 0.6966966966966966, 'nausea': 0.6786786786786787, 'loss of sensation': 0.4984984984984985, 'difficulty breathing': 0.7447447447447447, 'rib pain': 0.5135135135135135}",0.001
tinnitus of unknown cause,"{'dizziness': 0.5268817204301075, 'hoarse voice': 0.7813620071684588, 'diminished hearing': 0.5304659498207885, 'headache': 0.5089605734767025, 'ear pain': 0.4802867383512544, 'ringing in ear': 0.5376344086021505, 'plugged feeling in ear': 0.5304659498207885, 'itchy ear(s)': 0.6451612903225806}",0.01
tonsillar hypertrophy,"{'sore throat': 0.5191740412979351, 'cough': 0.5427728613569321, 'nasal congestion': 0.5634218289085545, 'difficulty in swallowing': 0.7463126843657817, 'fever': 0.6578171091445427, 'apnea': 0.4837758112094395, 'abnormal breathing sounds': 0.6755162241887905, 'redness in ear': 0.5250737463126843}",0.002
tonsillitis,"{'sore throat': 0.5, 'nasal congestion': 0.5201793721973094, 'diminished hearing': 0.6659192825112108, 'lump in throat': 0.7690582959641256, 'throat feels tight': 0.5089686098654709, 'abnormal breathing sounds': 0.5538116591928252, 'redness in ear': 0.4977578475336323, 'swollen or red tonsils': 0.5067264573991032, 'throat redness': 0.5246636771300448}",0.02
tooth abscess,"{'skin swelling': 0.6412556053811659, 'lip swelling': 0.5022421524663677, 'toothache': 0.5082212257100149, 'facial pain': 0.4857997010463378, 'peripheral edema': 0.5097159940209267, 'jaw swelling': 0.5097159940209267, 'neck swelling': 0.6741405082212257, 'gum pain': 0.523168908819133, 'mouth pain': 0.5082212257100149, 'pain in gums': 0.5276532137518685}",0.01
tooth disorder,"{'headache': 0.4798807749627422, 'toothache': 0.5007451564828614, 'facial pain': 0.4977645305514158, 'mouth ulcer': 0.6631892697466468, 'peripheral edema': 0.6795827123695977, 'ear pain': 0.5409836065573771, 'jaw swelling': 0.4977645305514158, 'gum pain': 0.4903129657228018, 'bleeding gums': 0.4977645305514158, 'pain in gums': 0.481371087928465}",0.01
torticollis,"{'abnormal involuntary movements': 0.5214285714285715, 'throat swelling': 0.7964285714285714, 'headache': 0.5178571428571429, 'arm pain': 0.6714285714285714, 'neck pain': 0.4678571428571428, 'neck stiffness or tightness': 0.5214285714285715, 'shoulder pain': 0.4928571428571429, 'neck cramps or spasms': 0.4785714285714286}",0.002
tourette syndrome,"{'depressive or psychotic symptoms': 0.5161290322580645, 'abnormal involuntary movements': 0.7741935483870968, 'drug abuse': 0.967741935483871, 'headache': 0.5483870967741935, 'allergic reaction': 0.6129032258064516}",0.001
toxic multinodular goiter,"{'abnormal involuntary movements': 0.569620253164557, 'irregular heartbeat': 0.7848101265822784, 'involuntary urination': 0.7848101265822784, 'double vision': 0.620253164556962, 'fatigue': 0.5949367088607594}",0.001
toxoplasmosis,"{'emotional symptoms': 0.9166666666666666, 'diminished vision': 0.9166666666666666}",0.002
tracheitis,"{'shortness of breath': 0.6931216931216931, 'hoarse voice': 0.7142857142857143, 'sore throat': 0.5343915343915344, 'cough': 0.5714285714285714, 'nasal congestion': 0.873015873015873, 'fever': 0.5343915343915344, 'sneezing': 0.5291005291005291}",0.001
transient ischemic attack,"{'depressive or psychotic symptoms': 0.6442748091603053, 'dizziness': 0.5358778625954198, 'difficulty speaking': 0.5145038167938931, 'headache': 0.5389312977099237, 'weakness': 0.4763358778625954, 'loss of sensation': 0.5297709923664122, 'focal weakness': 0.6778625954198473, 'symptoms of the face': 0.5022900763358779, 'disturbance of memory': 0.4778625954198473, 'paresthesia': 0.4931297709923664}",0.005
trichiasis,"{'emotional symptoms': 0.8333333333333334, 'diminished vision': 1.0, 'foreign body sensation in eye': 0.7, 'eye redness': 0.6666666666666666, 'eyelid lesion or rash': 0.6666666666666666}",0.001
trichinosis,"{'nasal congestion': 1.0, 'knee lump or mass': 1.0}",0.001
trichomonas infection,"{'sharp abdominal pain': 0.5103244837758112, 'vomiting': 0.8023598820058997, 'nausea': 0.528023598820059, 'vaginal itching': 0.672566371681416, 'lower abdominal pain': 0.5014749262536873, 'vaginal discharge': 0.4808259587020649, 'pain during pregnancy': 0.6519174041297935, 'unpredictable menstruation': 0.5014749262536873}",0.002
tricuspid valve disease,"{'anxiety and nervousness': 1.0, 'emotional symptoms': 1.0}",0.001
trigeminal neuralgia,"{'dizziness': 0.6965174129353234, 'abnormal involuntary movements': 0.8656716417910447, 'headache': 0.5572139303482587, 'toothache': 0.4626865671641791, 'facial pain': 0.5174129353233831, 'pain in eye': 0.4975124378109453, 'symptoms of the face': 0.7014925373134329}",0.002
trigger finger (finger disorder),"{'hand or finger pain': 0.5402298850574713, 'wrist pain': 0.5287356321839081, 'hand or finger swelling': 0.632183908045977, 'hand or finger stiffness or tightness': 0.5517241379310345, 'bones are painful': 0.8505747126436781, 'hand or finger cramps or spasms': 0.5402298850574713}",0.001
tuberculosis,"{'shortness of breath': 0.4782608695652174, 'cough': 0.6521739130434783, 'vaginal itching': 0.8695652173913043, 'congestion in chest': 0.6521739130434783}",0.005
tuberous sclerosis,"{'depressive or psychotic symptoms': 1.0, 'elbow weakness': 0.8333333333333334, 'seizures': 0.6666666666666666}",0.001
turner syndrome,"{'depression': 1.0, 'emotional symptoms': 1.0}",0.0005
typhoid fever,"{'wrist pain': 1.0, 'fever': 1.0}",0.001
ulcerative colitis,"{'blood in stool': 0.4986737400530504, 'sharp abdominal pain': 0.519893899204244, 'vomiting': 0.519893899204244, 'nausea': 0.5251989389920424, 'diarrhea': 0.4748010610079575, 'lower abdominal pain': 0.5039787798408488, 'swollen lymph nodes': 0.8037135278514589, 'burning abdominal pain': 0.4588859416445623, 'rectal bleeding': 0.4774535809018567}",0.01
urethral disorder,"{'retention of urine': 0.4857142857142857, 'suprapubic pain': 0.5015873015873016, 'abusing alcohol': 0.4952380952380952, 'sharp abdominal pain': 0.7492063492063492, 'vomiting': 0.8285714285714286, 'painful urination': 0.526984126984127, 'involuntary urination': 0.5492063492063493, 'side pain': 0.6761904761904762}",0.001
urethral stricture,"{'retention of urine': 0.5268817204301075, 'suprapubic pain': 0.6451612903225806, 'symptoms of the scrotum and testes': 0.8136200716845878, 'painful urination': 0.5268817204301075, 'involuntary urination': 0.5089605734767025, 'blood in urine': 0.5376344086021505, 'symptoms of prostate': 0.4874551971326165, 'symptoms of bladder': 0.5161290322580645}",0.002
urethral valves,"{'suprapubic pain': 0.9714285714285714, 'elbow weakness': 0.7714285714285715, 'sharp abdominal pain': 0.6285714285714286, 'lower abdominal pain': 0.6571428571428571, 'side pain': 0.6571428571428571}",0.0005
urethritis,"{'retention of urine': 0.5033112582781457, 'suprapubic pain': 0.6556291390728477, 'sharp abdominal pain': 0.4834437086092715, 'vaginal itching': 0.7461368653421634, 'painful urination': 0.5298013245033113, 'frequent urination': 0.4724061810154525, 'blood in urine': 0.5121412803532008, 'penis pain': 0.4944812362030905, 'penile discharge': 0.5143487858719646}",0.01
urge incontinence,"{'retention of urine': 0.696969696969697, 'vaginal itching': 0.694949494949495, 'painful urination': 0.5111111111111111, 'involuntary urination': 0.5212121212121212, 'frequent urination': 0.5434343434343434, 'blood in urine': 0.6808080808080809, 'excessive urination at night': 0.5050505050505051, 'constipation': 0.4787878787878787, 'symptoms of bladder': 0.5191919191919192}",0.02
urinary tract infection,"{'retention of urine': 0.489010989010989, 'suprapubic pain': 0.6714285714285714, 'vomiting': 0.5131868131868131, 'nausea': 0.4934065934065934, 'painful urination': 0.5461538461538461, 'frequent urination': 0.5065934065934066, 'lower abdominal pain': 0.4967032967032967, 'blood in urine': 0.5098901098901099, 'back pain': 0.5065934065934066, 'side pain': 0.5197802197802198, 'fever': 0.4813186813186813}",0.05
urinary tract obstruction,"{'retention of urine': 0.493411420204978, 'suprapubic pain': 0.4948755490483162, 'sharp abdominal pain': 0.4948755490483162, 'painful urination': 0.6661786237188873, 'frequent urination': 0.5021961932650073, 'blood in urine': 0.5402635431918009, 'back pain': 0.493411420204978, 'side pain': 0.493411420204978, 'symptoms of prostate': 0.4963396778916544, 'excessive urination at night': 0.6588579795021962}",0.002
uterine atony,"{'sharp abdominal pain': 0.5388127853881278, 'lower abdominal pain': 0.5205479452054794, 'blood in urine': 0.4977168949771689, 'intermenstrual bleeding': 0.5525114155251142, 'pain during pregnancy': 0.54337899543379, 'problems during pregnancy': 0.4611872146118721, 'spotting or bleeding during pregnancy': 0.5525114155251142, 'uterine contractions': 0.4885844748858447, 'back cramps or spasms': 0.7077625570776256}",0.001
